id,xmin,ymin,xmax,ymax
4.png,1631.0,3939.0,1660.0,3971.0
4.png,1698.0,4030.0,1728.0,4068.0
4.png,1897.0,3906.0,1927.0,3940.0
4.png,1316.0,907.0,1346.0,934.0
4.png,1453.0,935.0,1482.0,971.0
4.png,1936.0,894.0,1965.0,927.0
4.png,1854.0,1044.0,1872.0,1063.0
4.png,1955.0,1099.0,1973.0,1120.0
4.png,1802.0,1226.0,1839.0,1267.0
4.png,2009.0,1346.0,2049.0,1390.0
4.png,697.0,2013.0,722.0,2043.0
4.png,709.0,2021.0,731.0,2050.0
4.png,693.0,2050.0,713.0,2074.0
4.png,921.0,1576.0,946.0,1610.0
4.png,1101.0,1705.0,1129.0,1737.0
4.png,964.0,2153.0,978.0,2179.0
4.png,965.0,2037.0,980.0,2051.0
4.png,3512.0,1521.0,3548.0,1537.0
4.png,3394.0,1474.0,3437.0,1490.0
4.png,3385.0,1573.0,3406.0,1613.0
4.png,3389.0,1612.0,3411.0,1657.0
4.png,3425.0,1634.0,3471.0,1653.0
4.png,3508.0,1626.0,3563.0,1664.0
4.png,3511.0,1500.0,3546.0,1516.0
4.png,3514.0,1541.0,3546.0,1556.0
4.png,3735.0,1486.0,3763.0,1516.0
4.png,3512.0,1557.0,3558.0,1592.0
4.png,3512.0,1579.0,3561.0,1619.0
4.png,3561.0,1604.0,3581.0,1636.0
4.png,3566.0,1567.0,3584.0,1610.0
4.png,3601.0,1553.0,3621.0,1600.0
4.png,3600.0,1599.0,3619.0,1646.0
4.png,3401.0,1491.0,3438.0,1507.0
4.png,3438.0,1489.0,3479.0,1506.0
4.png,3437.0,1470.0,3477.0,1488.0
4.png,3432.0,1509.0,3485.0,1527.0
4.png,3405.0,1511.0,3433.0,1527.0
4.png,3405.0,1533.0,3439.0,1548.0
4.png,3411.0,1553.0,3439.0,1566.0
4.png,3441.0,1571.0,3480.0,1586.0
4.png,3439.0,1553.0,3480.0,1566.0
4.png,3441.0,1533.0,3480.0,1550.0
4.png,3416.0,1587.0,3472.0,1610.0
4.png,3408.0,1569.0,3441.0,1587.0
4.png,3416.0,1612.0,3476.0,1633.0
4.png,3490.0,1539.0,3511.0,1597.0
4.png,3482.0,1489.0,3503.0,1534.0
4.png,3932.0,1212.0,3958.0,1233.0
4.png,3453.0,1423.0,3484.0,1434.0
4.png,3685.0,1460.0,3701.0,1489.0
4.png,3759.0,1527.0,3794.0,1543.0
4.png,3509.0,1719.0,3532.0,1772.0
4.png,3425.0,1653.0,3480.0,1673.0
4.png,3492.0,1609.0,3504.0,1639.0
4.png,3514.0,1603.0,3566.0,1639.0
4.png,3510.0,1650.0,3566.0,1687.0
4.png,3552.0,1713.0,3578.0,1773.0
4.png,3532.0,1720.0,3554.0,1774.0
4.png,3452.0,1717.0,3472.0,1771.0
4.png,3756.0,1541.0,3795.0,1555.0
4.png,3455.0,1771.0,3467.0,1811.0
4.png,3429.0,1768.0,3448.0,1814.0
4.png,3428.0,1704.0,3447.0,1769.0
4.png,3345.0,1695.0,3389.0,1717.0
4.png,3341.0,1676.0,3389.0,1695.0
4.png,3345.0,1655.0,3388.0,1674.0
4.png,3662.0,1698.0,3682.0,1754.0
4.png,3679.0,1705.0,3695.0,1737.0
4.png,3705.0,1711.0,3723.0,1747.0
4.png,3726.0,1703.0,3749.0,1759.0
4.png,3746.0,1693.0,3774.0,1759.0
4.png,3771.0,1688.0,3799.0,1751.0
4.png,3754.0,1670.0,3795.0,1691.0
4.png,3715.0,1676.0,3759.0,1699.0
4.png,3618.0,1619.0,3667.0,1653.0
4.png,3621.0,1596.0,3666.0,1629.0
4.png,3624.0,1571.0,3665.0,1607.0
4.png,3620.0,1544.0,3665.0,1584.0
4.png,3619.0,1523.0,3658.0,1557.0
4.png,3680.0,1525.0,3696.0,1546.0
4.png,3705.0,1525.0,3727.0,1546.0
4.png,3795.0,1512.0,3811.0,1539.0
4.png,3724.0,1530.0,3756.0,1553.0
4.png,3129.0,2082.0,3171.0,2115.0
4.png,3378.0,1104.0,3394.0,1126.0
4.png,3091.0,3134.0,3119.0,3169.0
4.png,234.0,1633.0,246.0,1654.0
4.png,2109.0,985.0,2143.0,1025.0
4.png,2215.0,991.0,2244.0,1023.0
4.png,3077.0,519.0,3103.0,530.0
4.png,1866.0,2938.0,1877.0,2958.0
4.png,1375.0,3458.0,1407.0,3488.0
4.png,1719.0,4032.0,1739.0,4060.0
4.png,1763.0,2591.0,1781.0,2607.0
4.png,3168.0,1922.0,3183.0,1941.0
4.png,3191.0,1909.0,3205.0,1927.0
4.png,4524.0,3045.0,4553.0,3059.0
4.png,156.0,1840.0,182.0,1879.0
4.png,243.0,1632.0,252.0,1650.0
4.png,3709.0,508.0,3736.0,524.0
4.png,255.0,1630.0,264.0,1647.0
4.png,3559.0,565.0,3595.0,587.0
4.png,3558.0,585.0,3588.0,603.0
4.png,3269.0,384.0,3309.0,404.0
4.png,3075.0,483.0,3107.0,501.0
4.png,3075.0,503.0,3106.0,517.0
4.png,3080.0,542.0,3109.0,570.0
4.png,4044.0,1347.0,4078.0,1361.0
4.png,4036.0,1331.0,4074.0,1346.0
4.png,4392.0,1361.0,4421.0,1386.0
4.png,4415.0,2810.0,4445.0,2848.0
4.png,4478.0,3159.0,4515.0,3182.0
4.png,4329.0,3110.0,4355.0,3136.0
4.png,3344.0,1637.0,3381.0,1652.0
4.png,3340.0,1615.0,3383.0,1633.0
4.png,3339.0,1596.0,3380.0,1611.0
4.png,2933.0,1021.0,2965.0,1056.0
4.png,2861.0,1517.0,2881.0,1541.0
4.png,2999.0,1394.0,3023.0,1406.0
4.png,2840.0,1374.0,2866.0,1404.0
4.png,2922.0,797.0,2953.0,831.0
4.png,2998.0,1499.0,3024.0,1527.0
4.png,2248.0,1568.0,2280.0,1601.0
4.png,3051.0,1703.0,3068.0,1720.0
4.png,3171.0,1723.0,3190.0,1752.0
4.png,2611.0,1938.0,2640.0,1971.0
4.png,2702.0,1963.0,2738.0,1996.0
4.png,2663.0,3395.0,2688.0,3432.0
4.png,2828.0,3332.0,2847.0,3357.0
4.png,2891.0,3253.0,2913.0,3291.0
4.png,2547.0,3342.0,2575.0,3378.0
4.png,2579.0,3628.0,2605.0,3664.0
4.png,3054.0,3525.0,3064.0,3546.0
4.png,2503.0,3704.0,2531.0,3743.0
4.png,3343.0,1577.0,3375.0,1590.0
4.png,2193.0,3211.0,2211.0,3231.0
4.png,1760.0,2660.0,1783.0,2687.0
4.png,1838.0,2611.0,1868.0,2639.0
4.png,1824.0,2591.0,1862.0,2628.0
4.png,1613.0,2833.0,1638.0,2860.0
4.png,1808.0,3204.0,1834.0,3229.0
4.png,2474.0,504.0,2499.0,537.0
4.png,1779.0,3481.0,1815.0,3517.0
4.png,2170.0,3225.0,2207.0,3263.0
4.png,1957.0,3536.0,1993.0,3578.0
4.png,2015.0,3655.0,2046.0,3688.0
4.png,2046.0,3749.0,2056.0,3769.0
4.png,1871.0,2776.0,1906.0,2813.0
4.png,1901.0,2791.0,1934.0,2825.0
4.png,2103.0,1424.0,2143.0,1465.0
4.png,2131.0,1420.0,2170.0,1467.0
4.png,2177.0,1479.0,2202.0,1508.0
4.png,2155.0,1284.0,2176.0,1307.0
4.png,2071.0,901.0,2094.0,925.0
4.png,2075.0,752.0,2085.0,774.0
4.png,2218.0,948.0,2235.0,970.0
4.png,2137.0,386.0,2167.0,416.0
4.png,3451.0,1903.0,3485.0,1926.0
4.png,3123.0,2069.0,3154.0,2094.0
4.png,3132.0,2097.0,3188.0,2139.0
4.png,3418.0,2861.0,3441.0,2895.0
4.png,3830.0,3004.0,3847.0,3021.0
4.png,3820.0,3002.0,3834.0,3020.0
4.png,4218.0,3326.0,4240.0,3351.0
4.png,3448.0,1926.0,3496.0,1942.0
4.png,3541.0,1936.0,3582.0,1952.0
4.png,3635.0,2007.0,3687.0,2029.0
4.png,3636.0,2033.0,3694.0,2051.0
4.png,3461.0,2141.0,3485.0,2200.0
4.png,3531.0,1841.0,3563.0,1851.0
4.png,3341.0,1497.0,3369.0,1522.0
4.png,3308.0,1496.0,3331.0,1521.0
4.png,3387.0,1536.0,3398.0,1574.0
4.png,3338.0,1513.0,3380.0,1551.0
4.png,3338.0,1557.0,3378.0,1572.0
4.png,3571.0,3247.0,3591.0,3272.0
4.png,3971.0,2887.0,3993.0,2911.0
4.png,3886.0,3055.0,3903.0,3079.0
4.png,3877.0,3104.0,3896.0,3123.0
4.png,3984.0,3403.0,4013.0,3429.0
4.png,3916.0,3611.0,3947.0,3649.0
4.png,3746.0,3133.0,3766.0,3159.0
4.png,3936.0,3163.0,3946.0,3191.0
4.png,3884.0,3040.0,3913.0,3065.0
4.png,4076.0,3138.0,4097.0,3169.0
4.png,3770.0,3053.0,3796.0,3087.0
4.png,3840.0,2954.0,3863.0,2987.0
4.png,3863.0,3027.0,3877.0,3053.0
4.png,3879.0,3026.0,3888.0,3037.0
4.png,3874.0,3037.0,3888.0,3058.0
5.png,2659.0,3495.0,2686.0,3525.0
5.png,2430.0,3064.0,2458.0,3099.0
5.png,2520.0,3220.0,2544.0,3253.0
5.png,2504.0,3184.0,2529.0,3216.0
5.png,2504.0,3317.0,2523.0,3337.0
5.png,2488.0,3280.0,2506.0,3304.0
5.png,2644.0,3461.0,2673.0,3499.0
6.png,483.0,224.0,513.0,251.0
6.png,755.0,522.0,787.0,553.0
7.png,788.0,305.0,817.0,334.0
8.png,956.0,4283.0,1057.0,4389.0
8.png,1018.0,3984.0,1058.0,4016.0
8.png,1160.0,3676.0,1224.0,3736.0
8.png,1100.0,3778.0,1138.0,3815.0
8.png,1050.0,4322.0,1091.0,4365.0
8.png,4708.0,144.0,4748.0,188.0
8.png,4776.0,831.0,4822.0,873.0
8.png,4671.0,699.0,4721.0,741.0
8.png,4625.0,641.0,4675.0,687.0
8.png,4578.0,584.0,4639.0,640.0
8.png,4537.0,672.0,4579.0,714.0
8.png,4598.0,2036.0,4639.0,2074.0
8.png,1996.0,3673.0,2033.0,3718.0
8.png,3796.0,454.0,3845.0,505.0
8.png,3023.0,1230.0,3062.0,1271.0
8.png,2534.0,1766.0,2575.0,1814.0
9.png,2195.0,2135.0,2231.0,2156.0
9.png,2138.0,1322.0,2153.0,1346.0
9.png,1918.0,2757.0,1933.0,2785.0
9.png,1841.0,2353.0,1855.0,2380.0
9.png,1936.0,2322.0,1966.0,2373.0
9.png,2023.0,2320.0,2042.0,2346.0
9.png,2044.0,2323.0,2065.0,2340.0
9.png,2639.0,1004.0,2666.0,1031.0
9.png,2681.0,937.0,2710.0,962.0
9.png,3004.0,539.0,3034.0,568.0
9.png,3024.0,512.0,3043.0,539.0
9.png,3084.0,433.0,3112.0,458.0
9.png,3290.0,234.0,3318.0,266.0
9.png,3451.0,190.0,3477.0,207.0
9.png,3629.0,132.0,3664.0,153.0
9.png,3725.0,92.0,3750.0,119.0
9.png,2178.0,2026.0,2198.0,2055.0
9.png,2115.0,1864.0,2138.0,1894.0
9.png,2020.0,1590.0,2041.0,1617.0
9.png,1805.0,1506.0,1826.0,1530.0
9.png,658.0,2018.0,692.0,2059.0
9.png,562.0,2211.0,588.0,2242.0
9.png,221.0,2507.0,239.0,2531.0
9.png,226.0,2855.0,241.0,2880.0
9.png,904.0,2794.0,926.0,2821.0
9.png,703.0,3015.0,737.0,3037.0
9.png,59.0,3169.0,77.0,3192.0
9.png,319.0,3316.0,351.0,3348.0
9.png,931.0,3178.0,946.0,3205.0
9.png,1054.0,2873.0,1089.0,2892.0
9.png,1076.0,2846.0,1098.0,2862.0
9.png,1315.0,2107.0,1352.0,2135.0
9.png,968.0,1887.0,991.0,1923.0
9.png,997.0,1887.0,1023.0,1904.0
9.png,1343.0,1774.0,1360.0,1803.0
9.png,1502.0,1691.0,1515.0,1711.0
9.png,1704.0,1584.0,1732.0,1616.0
10.png,784.0,1416.0,831.0,1437.0
10.png,276.0,252.0,317.0,297.0
10.png,556.0,300.0,595.0,347.0
10.png,765.0,651.0,811.0,674.0
11.png,675.0,1027.0,715.0,1075.0
11.png,671.0,1097.0,715.0,1144.0
11.png,651.0,1085.0,693.0,1130.0
11.png,619.0,1060.0,656.0,1104.0
11.png,588.0,1025.0,629.0,1073.0
11.png,574.0,1014.0,614.0,1060.0
11.png,533.0,986.0,580.0,1041.0
11.png,574.0,947.0,612.0,990.0
11.png,621.0,983.0,663.0,1032.0
11.png,656.0,1011.0,694.0,1058.0
11.png,709.0,1057.0,747.0,1103.0
11.png,732.0,1154.0,782.0,1207.0
11.png,824.0,1227.0,859.0,1270.0
11.png,888.0,1210.0,933.0,1258.0
11.png,872.0,1193.0,919.0,1244.0
11.png,859.0,1177.0,899.0,1223.0
11.png,845.0,1165.0,884.0,1210.0
11.png,826.0,1148.0,872.0,1201.0
11.png,787.0,1198.0,827.0,1242.0
11.png,809.0,1141.0,849.0,1187.0
11.png,752.0,1165.0,796.0,1216.0
11.png,685.0,1114.0,727.0,1162.0
11.png,701.0,1132.0,744.0,1176.0
11.png,428.0,1075.0,476.0,1128.0
11.png,443.0,1090.0,494.0,1146.0
11.png,276.0,1334.0,333.0,1393.0
11.png,297.0,1358.0,343.0,1407.0
11.png,315.0,1367.0,365.0,1420.0
11.png,345.0,1413.0,392.0,1463.0
11.png,417.0,1375.0,468.0,1428.0
11.png,596.0,1330.0,653.0,1383.0
11.png,614.0,1318.0,667.0,1363.0
11.png,638.0,1284.0,705.0,1344.0
11.png,575.0,1292.0,622.0,1344.0
11.png,558.0,1278.0,604.0,1323.0
11.png,598.0,1225.0,651.0,1282.0
11.png,543.0,1259.0,591.0,1309.0
11.png,489.0,1220.0,531.0,1268.0
11.png,548.0,1190.0,594.0,1238.0
11.png,472.0,1201.0,521.0,1252.0
11.png,436.0,1172.0,489.0,1225.0
11.png,482.0,1117.0,532.0,1171.0
11.png,416.0,1155.0,469.0,1208.0
11.png,401.0,1142.0,450.0,1194.0
11.png,789.0,1129.0,831.0,1172.0
11.png,774.0,1116.0,814.0,1159.0
11.png,330.0,1283.0,377.0,1336.0
11.png,964.0,897.0,999.0,937.0
11.png,770.0,884.0,807.0,926.0
11.png,1101.0,1009.0,1141.0,1048.0
11.png,1074.0,984.0,1108.0,1024.0
11.png,1055.0,969.0,1093.0,1013.0
11.png,1043.0,956.0,1077.0,998.0
11.png,1027.0,945.0,1062.0,986.0
11.png,1011.0,929.0,1051.0,977.0
11.png,1058.0,904.0,1094.0,946.0
11.png,1025.0,878.0,1066.0,923.0
11.png,946.0,886.0,985.0,924.0
11.png,720.0,1144.0,760.0,1191.0
11.png,997.0,850.0,1035.0,894.0
11.png,981.0,839.0,1020.0,885.0
11.png,963.0,828.0,1002.0,872.0
11.png,930.0,866.0,972.0,913.0
11.png,917.0,857.0,957.0,901.0
11.png,899.0,844.0,938.0,886.0
11.png,918.0,793.0,957.0,836.0
11.png,876.0,822.0,905.0,858.0
11.png,853.0,809.0,892.0,853.0
11.png,739.0,923.0,775.0,961.0
11.png,804.0,910.0,838.0,951.0
11.png,781.0,961.0,824.0,1008.0
11.png,817.0,920.0,861.0,965.0
11.png,1048.0,1159.0,1095.0,1212.0
11.png,1032.0,1153.0,1075.0,1199.0
11.png,1047.0,1102.0,1099.0,1148.0
11.png,971.0,1092.0,1014.0,1142.0
11.png,934.0,1091.0,984.0,1145.0
11.png,973.0,1048.0,1018.0,1097.0
11.png,912.0,1069.0,947.0,1111.0
11.png,959.0,1035.0,998.0,1086.0
11.png,945.0,1027.0,984.0,1070.0
11.png,886.0,1052.0,936.0,1106.0
11.png,925.0,1011.0,969.0,1057.0
11.png,874.0,1040.0,916.0,1089.0
11.png,860.0,1027.0,905.0,1074.0
11.png,897.0,987.0,935.0,1031.0
11.png,847.0,1016.0,888.0,1059.0
11.png,883.0,971.0,923.0,1019.0
11.png,865.0,955.0,906.0,1005.0
11.png,829.0,1000.0,871.0,1046.0
11.png,800.0,977.0,838.0,1020.0
11.png,345.0,1302.0,399.0,1357.0
11.png,310.0,1259.0,367.0,1322.0
11.png,722.0,1072.0,764.0,1117.0
11.png,214.0,1292.0,287.0,1360.0
11.png,198.0,1263.0,273.0,1342.0
11.png,277.0,1238.0,339.0,1304.0
11.png,807.0,771.0,847.0,819.0
11.png,889.0,773.0,921.0,810.0
11.png,872.0,756.0,908.0,797.0
11.png,1149.0,427.0,1179.0,461.0
11.png,1333.0,473.0,1361.0,505.0
11.png,1220.0,485.0,1251.0,519.0
11.png,1197.0,516.0,1226.0,552.0
11.png,1183.0,507.0,1213.0,544.0
11.png,1170.0,500.0,1199.0,533.0
11.png,1186.0,456.0,1213.0,490.0
11.png,1132.0,469.0,1164.0,503.0
11.png,1171.0,445.0,1203.0,477.0
11.png,1160.0,440.0,1189.0,471.0
11.png,1100.0,443.0,1122.0,469.0
11.png,1265.0,374.0,1288.0,404.0
11.png,1086.0,429.0,1116.0,462.0
11.png,1075.0,424.0,1100.0,455.0
11.png,1111.0,397.0,1140.0,431.0
11.png,1124.0,409.0,1151.0,440.0
11.png,1149.0,329.0,1177.0,359.0
11.png,1196.0,321.0,1220.0,347.0
11.png,1172.0,348.0,1199.0,378.0
11.png,1197.0,364.0,1223.0,396.0
11.png,1209.0,374.0,1236.0,404.0
11.png,1347.0,482.0,1377.0,514.0
11.png,1360.0,494.0,1385.0,524.0
11.png,1373.0,459.0,1394.0,484.0
11.png,1384.0,467.0,1405.0,489.0
11.png,1280.0,586.0,1309.0,621.0
11.png,1321.0,558.0,1351.0,595.0
11.png,1310.0,548.0,1341.0,584.0
11.png,1295.0,541.0,1323.0,577.0
11.png,1283.0,532.0,1314.0,567.0
11.png,1245.0,560.0,1273.0,593.0
11.png,1273.0,523.0,1299.0,553.0
11.png,1259.0,513.0,1289.0,548.0
11.png,1228.0,543.0,1263.0,586.0
11.png,1246.0,506.0,1275.0,536.0
11.png,1206.0,529.0,1237.0,563.0
11.png,1237.0,495.0,1262.0,529.0
11.png,1418.0,539.0,1443.0,568.0
11.png,1464.0,530.0,1487.0,558.0
11.png,1453.0,517.0,1476.0,547.0
11.png,1394.0,519.0,1421.0,550.0
11.png,1417.0,491.0,1443.0,520.0
11.png,1385.0,510.0,1410.0,538.0
11.png,1395.0,470.0,1420.0,504.0
11.png,1255.0,362.0,1281.0,394.0
11.png,1267.0,416.0,1294.0,449.0
11.png,1115.0,822.0,1146.0,860.0
11.png,1436.0,196.0,1471.0,235.0
11.png,1429.0,180.0,1462.0,218.0
11.png,1301.0,401.0,1325.0,429.0
11.png,1351.0,1227.0,1362.0,1244.0
11.png,1313.0,1172.0,1332.0,1190.0
11.png,1254.0,1125.0,1269.0,1140.0
11.png,1076.0,946.0,1089.0,963.0
11.png,631.0,838.0,677.0,889.0
11.png,651.0,853.0,693.0,897.0
11.png,1446.0,255.0,1478.0,291.0
11.png,1433.0,246.0,1466.0,283.0
11.png,1433.0,225.0,1464.0,260.0
11.png,1412.0,228.0,1441.0,260.0
11.png,1324.0,419.0,1351.0,449.0
11.png,1325.0,257.0,1369.0,303.0
11.png,1344.0,277.0,1373.0,310.0
11.png,1352.0,288.0,1381.0,320.0
11.png,1361.0,291.0,1399.0,333.0
11.png,1377.0,303.0,1411.0,343.0
11.png,1390.0,317.0,1422.0,353.0
11.png,1403.0,318.0,1443.0,368.0
11.png,1420.0,342.0,1451.0,376.0
11.png,1438.0,368.0,1481.0,407.0
11.png,1447.0,353.0,1491.0,390.0
11.png,1441.0,307.0,1477.0,348.0
11.png,1437.0,282.0,1476.0,328.0
11.png,1418.0,284.0,1451.0,321.0
11.png,1406.0,274.0,1440.0,312.0
11.png,1395.0,253.0,1435.0,301.0
11.png,1374.0,250.0,1415.0,296.0
11.png,1366.0,248.0,1398.0,283.0
11.png,1396.0,217.0,1432.0,254.0
11.png,1335.0,572.0,1361.0,605.0
11.png,1303.0,603.0,1337.0,641.0
11.png,1318.0,614.0,1347.0,649.0
11.png,1114.0,577.0,1146.0,610.0
11.png,1026.0,562.0,1061.0,600.0
11.png,1011.0,547.0,1043.0,586.0
11.png,984.0,524.0,1019.0,563.0
11.png,1014.0,485.0,1051.0,529.0
11.png,1028.0,508.0,1061.0,543.0
11.png,1039.0,513.0,1075.0,553.0
11.png,1055.0,526.0,1092.0,565.0
11.png,1086.0,552.0,1118.0,584.0
11.png,1097.0,560.0,1131.0,595.0
11.png,1347.0,1155.0,1415.0,1231.0
11.png,1343.0,581.0,1373.0,614.0
11.png,1261.0,1082.0,1306.0,1130.0
11.png,1228.0,1068.0,1274.0,1121.0
11.png,1227.0,1039.0,1265.0,1083.0
11.png,1213.0,1027.0,1247.0,1067.0
11.png,1165.0,1057.0,1201.0,1099.0
11.png,1197.0,1018.0,1230.0,1057.0
11.png,1146.0,1044.0,1185.0,1089.0
11.png,1131.0,1031.0,1170.0,1074.0
11.png,1164.0,993.0,1203.0,1035.0
11.png,1041.0,574.0,1070.0,610.0
11.png,1067.0,596.0,1099.0,635.0
11.png,1082.0,609.0,1114.0,648.0
11.png,1099.0,621.0,1127.0,655.0
11.png,1102.0,811.0,1133.0,848.0
11.png,1056.0,772.0,1087.0,811.0
11.png,1072.0,728.0,1105.0,766.0
11.png,1113.0,756.0,1151.0,800.0
11.png,1012.0,740.0,1046.0,777.0
11.png,995.0,724.0,1030.0,762.0
11.png,1041.0,701.0,1075.0,740.0
11.png,1056.0,707.0,1093.0,752.0
11.png,1025.0,685.0,1060.0,726.0
11.png,1011.0,677.0,1045.0,716.0
11.png,980.0,711.0,1017.0,756.0
11.png,967.0,700.0,998.0,739.0
11.png,983.0,651.0,1015.0,692.0
11.png,957.0,689.0,987.0,724.0
11.png,937.0,677.0,972.0,717.0
11.png,954.0,635.0,984.0,669.0
11.png,918.0,664.0,958.0,710.0
11.png,906.0,652.0,944.0,692.0
11.png,936.0,612.0,976.0,656.0
11.png,1150.0,978.0,1187.0,1020.0
11.png,1117.0,1018.0,1153.0,1059.0
11.png,1260.0,943.0,1295.0,981.0
11.png,1142.0,783.0,1180.0,824.0
11.png,1294.0,722.0,1331.0,760.0
11.png,1281.0,713.0,1316.0,751.0
11.png,1238.0,737.0,1270.0,777.0
11.png,1226.0,725.0,1259.0,764.0
11.png,1256.0,688.0,1289.0,728.0
11.png,1209.0,709.0,1244.0,747.0
11.png,1183.0,692.0,1213.0,726.0
11.png,1211.0,653.0,1243.0,690.0
11.png,1169.0,680.0,1202.0,715.0
11.png,1199.0,644.0,1229.0,679.0
11.png,1148.0,671.0,1182.0,708.0
11.png,1138.0,657.0,1171.0,696.0
11.png,1123.0,639.0,1159.0,684.0
11.png,1139.0,597.0,1173.0,634.0
11.png,1125.0,582.0,1161.0,622.0
11.png,1419.0,643.0,1448.0,676.0
11.png,1382.0,612.0,1414.0,648.0
11.png,1343.0,635.0,1374.0,672.0
11.png,1333.0,626.0,1364.0,659.0
11.png,1131.0,772.0,1161.0,811.0
11.png,1128.0,836.0,1162.0,873.0
11.png,1316.0,923.0,1358.0,971.0
11.png,1265.0,761.0,1297.0,798.0
11.png,1289.0,907.0,1322.0,945.0
11.png,1248.0,932.0,1279.0,969.0
11.png,1217.0,907.0,1250.0,946.0
11.png,1247.0,870.0,1281.0,909.0
11.png,1186.0,883.0,1221.0,924.0
11.png,1231.0,860.0,1262.0,893.0
11.png,1375.0,841.0,1402.0,873.0
11.png,1201.0,832.0,1239.0,874.0
11.png,1186.0,820.0,1222.0,860.0
11.png,1307.0,790.0,1345.0,834.0
11.png,1353.0,828.0,1385.0,864.0
11.png,1339.0,817.0,1372.0,855.0
11.png,1400.0,802.0,1429.0,842.0
11.png,1380.0,789.0,1416.0,828.0
11.png,1340.0,765.0,1368.0,798.0
11.png,1300.0,781.0,1327.0,813.0
11.png,1328.0,743.0,1358.0,778.0
11.png,1313.0,738.0,1340.0,773.0
11.png,1288.0,773.0,1315.0,806.0
12.png,330.0,364.0,432.0,402.0
12.png,555.0,3934.0,670.0,3988.0
12.png,580.0,3891.0,677.0,3920.0
12.png,629.0,3719.0,686.0,3744.0
12.png,633.0,3043.0,705.0,3071.0
12.png,670.0,2581.0,736.0,2607.0
12.png,964.0,1640.0,1069.0,1683.0
